"","CPSID","county","weight","hhsize","FSTOTXPNC_perpers","FSSTATUS","FSSTATUSMD","FSFOODS","FSWROUTY","FSBAL","FSRAWSCRA","FSTOTXPNC","FSSTMPVALC","female","hispanic","black","kids","elderly","education","married","FSSTMPVALC_bin","FSSTMPVALC_bin_char"
"5981","20221004823200","0",3341.4263,2,15,0,0,1,0,0,0,30,150,1,0,0,0,2,0,2,1,"Yes"
"5982","20221004823400","0",4689.7609,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,0,0,0,"No"
"5983","20221004824100","0",3371.6766,4,70,0,0,1,1,0,1,280,20,3,0,0,2,2,0,2,1,"Yes"
"5984","20221004826300","0",4689.7609,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,0,1,2,0,"No"
"5985","20221004827000","0",3714.3349,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,3,0,0,"No"
"5986","20221004829900","0",3809.0767,2,40,0,0,1,0,0,0,80,NA,1,0,0,0,0,1,2,0,"No"
"5987","20221004830800","0",3294.402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,2,0,0,"No"
"5988","20221004831800","0",4027.5545,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,0,2,0,0,"No"
"5989","20221004832000","0",4665.321,1,50,1,0,1,1,1,1,50,NA,0,0,0,0,1,0,0,0,"No"
"5990","20221004832500","0",4102.0139,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,4,0,2,2,0,"No"
"5991","20221004832700","0",3398.5158,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,2,0,"No"
"5992","20221004833000","0",3386.4633,2,55,0,0,0,NA,NA,0,110,NA,1,0,0,0,2,1,2,0,"No"
"5993","20221004833900","0",3311.8658,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,2,1,2,0,"No"
"5994","20221004835000","0",3294.402,2,85,0,0,1,0,0,0,170,NA,1,0,0,0,2,2,2,0,"No"
"5995","20221004835800","0",3714.3349,4,60,0,0,1,0,0,0,240,NA,1,0,0,0,0,1,2,0,"No"
"5996","20221004840000","0",3294.402,2,65,0,0,1,0,0,0,130,NA,1,0,0,0,2,0,2,0,"No"
"5997","20221004840300","0",4269.3884,5,54,0,0,0,NA,NA,0,270,NA,2,4,0,3,0,2,2,0,"No"
"5998","20221004842300","0",3809.0767,1,170,0,0,1,0,1,0,170,NA,1,0,0,0,0,0,0,0,"No"
"5999","20221004843200","0",3551.0258,4,82.5,0,0,0,NA,NA,0,330,NA,1,0,0,0,1,3,2,0,"No"
"6000","20221004845800","0",3087.4991,2,130,0,0,0,NA,NA,0,260,NA,1,0,0,0,2,1,2,0,"No"
"6001","20221004846000","0",4371.8201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,0,"No"
"6002","20221004846800","0",3071.2184,2,0,1,1,1,1,1,1,0,NA,1,0,0,0,1,0,2,0,"No"
"6003","20221005429500","0",560.764,1,170,0,0,0,NA,NA,0,170,NA,0,0,0,0,1,0,0,0,"No"
"6004","20221005430400","0",612.9064,1,70,1,1,1,1,1,1,70,NA,0,0,0,0,1,0,0,0,"No"
"6005","20221005434100","0",559.6676,2,45,0,0,0,NA,NA,0,90,NA,1,0,0,0,0,2,2,0,"No"
"6006","20221005436500","0",639.7602,2,80,1,1,1,1,1,1,160,NA,1,0,0,1,0,1,0,0,"No"
"6007","20221005440900","0",637.1841,3,36.6666666666667,0,0,0,NA,NA,0,110,NA,1,1,0,1,2,1,2,0,"No"
"6008","20221005443700","0",639.7602,3,43.3333333333333,0,0,0,NA,NA,0,130,NA,2,0,0,1,0,1,2,0,"No"
"6009","20221005444600","0",623.1481,1,80,0,0,0,NA,NA,0,80,NA,1,0,0,0,1,1,0,0,"No"
"6010","20221005445100","0",643.7001,3,60,0,0,1,0,0,0,180,NA,1,0,0,1,0,2,2,0,"No"
"6011","20221005447800","0",614.6795,5,44,0,0,0,NA,NA,0,220,NA,3,0,0,2,0,2,2,0,"No"
"6012","20221005448000","0",703.6538,2,55,0,0,0,NA,NA,0,110,NA,1,0,0,0,0,0,0,0,"No"
"6013","20221005449600","0",768.7033,1,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,"No"
"6014","20221005451100","0",639.7602,5,108,0,0,0,NA,NA,0,540,NA,2,0,0,3,0,2,2,0,"No"
"6015","20221005451300","0",623.1481,2,40,0,0,0,0,0,0,80,NA,1,0,0,0,1,0,0,0,"No"
"6016","20221005451800","0",697.3415,2,250,0,0,0,NA,NA,0,500,NA,1,0,0,0,1,2,2,0,"No"
"6017","20221005452300","0",732.8611,1,150,1,0,1,1,1,1,150,NA,0,0,0,0,0,0,0,0,"No"
"6018","20221005452900","0",639.4519,2,0,0,0,0,0,0,0,0,NA,1,0,0,0,2,0,2,0,"No"
"6019","20221005454100","0",703.7163,2,35,0,0,0,NA,NA,0,70,NA,0,0,0,0,0,0,0,0,"No"
"6020","20221005455300","0",559.6966,4,17.5,0,0,0,NA,NA,0,70,NA,1,0,0,2,0,2,2,0,"No"
"6021","20221005455900","0",637.1841,2,80,0,0,0,NA,NA,0,160,NA,1,0,0,0,2,1,2,0,"No"
"6022","20221005456500","0",614.6795,4,62.5,0,0,0,NA,NA,0,250,NA,2,0,0,2,0,2,2,0,"No"
"6023","20221005456800","0",637.1841,1,90,1,1,1,1,1,1,90,280,1,0,0,0,1,0,0,1,"Yes"
"6024","20221005459600","0",702.7158,2,55,0,0,0,0,0,0,110,NA,2,0,0,0,0,2,0,0,"No"
"6025","20221005461300","0",639.7602,6,66.6666666666667,0,0,1,0,0,0,400,NA,3,0,0,4,0,1,2,0,"No"
"6026","20221005463300","0",639.4519,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,2,1,2,0,"No"
"6027","20221005464200","0",959.3533,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,0,"No"
"6028","20221005464300","0",496.2971,1,60,0,0,0,NA,NA,0,60,NA,1,0,0,0,1,0,0,0,"No"
"6029","20221005464900","0",834.3383,3,46.6666666666667,0,0,1,0,0,0,140,NA,2,0,0,1,0,1,0,0,"No"
"6030","20221005465000","0",623.1481,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,1,2,0,0,"No"
"6031","20221005466000","0",917.6959,2,40,1,1,0,1,0,1,80,280,0,0,0,1,0,0,0,1,"Yes"
"6032","20221005466600","0",716.7015,2,200,0,0,0,NA,NA,0,400,NA,1,0,0,0,1,1,2,0,"No"
"6033","20221005467400","0",702.7523,4,50,0,0,0,0,0,0,200,NA,2,0,0,2,0,1,2,0,"No"
"6034","20221005467600","0",643.7001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"6035","20221005468200","0",614.6795,3,100,0,0,0,NA,NA,0,300,NA,2,0,0,1,0,2,2,0,"No"
"6036","20221005469600","0",571.4199,2,15,0,0,0,NA,NA,0,30,NA,1,0,0,0,1,1,2,0,"No"
"6037","20221005470200","0",647.471,3,150,0,0,0,NA,NA,0,450,NA,1,0,0,1,0,2,2,0,"No"
"6038","20221005470400","0",510.0753,5,32,0,0,0,NA,NA,0,160,NA,3,0,0,2,0,1,2,0,"No"
"6039","20221005472500","0",557.2072,4,62.5,0,0,0,NA,NA,0,250,NA,2,0,0,2,0,2,2,0,"No"
"6040","20221005473100","0",560.2984,2,2,0,0,0,NA,NA,0,4,NA,1,0,0,0,0,2,2,0,"No"
"6041","20221005473900","0",680.8443,2,275,0,0,0,NA,NA,0,550,NA,1,0,0,0,0,1,0,0,"No"
"6042","20221005474600","0",587.0911,2,0,0,0,0,0,0,0,0,NA,1,0,0,0,2,0,2,0,"No"
"6043","20221005474800","0",717.448,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,"No"
"6044","20221005477900","0",606.7678,1,70,0,0,0,NA,NA,0,70,NA,1,0,0,0,1,1,0,0,"No"
"6045","20221005479700","0",642.5191,3,103.333333333333,0,0,0,NA,NA,0,310,NA,1,0,0,0,0,2,2,0,"No"
"6046","20221005479900","0",489.5523,5,40,0,0,0,0,0,0,200,NA,3,4,0,3,0,1,2,0,"No"
"6047","20221005480000","0",496.2971,2,30,0,0,0,0,0,0,60,NA,1,0,0,0,2,1,0,0,"No"
"6048","20221005482500","0",490.0787,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,"No"
"6049","20221005486500","0",574.1586,1,110,0,0,0,NA,NA,0,110,NA,1,0,0,0,1,1,0,0,"No"
"6050","20221005489000","0",566.3557,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,0,"No"
"6051","20221005495200","0",552.787,1,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,1,0,0,"No"
"6052","20221005495800","0",589.1806,2,50,0,0,0,NA,NA,0,100,NA,1,0,0,0,2,1,2,0,"No"
"6053","20221005496600","0",574.1586,2,70,0,0,0,NA,NA,0,140,NA,1,0,0,0,2,1,2,0,"No"
"6054","20221005497700","0",660.3571,4,80,0,0,0,NA,NA,0,320,NA,2,0,0,0,0,2,2,0,"No"
"6055","20221005498300","0",642.5191,2,95,0,0,0,NA,NA,0,190,NA,1,0,0,0,1,2,2,0,"No"
"6056","20221005500200","0",559.6676,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,2,0,"No"
"6057","20221005500900","0",767.7927,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,"No"
"6058","20221005501100","0",566.3557,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,6,0,1,2,0,"No"
"6059","20221005501800","0",494.2108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,"No"
"6060","20221005502400","0",589.4647,6,50,0,0,0,NA,NA,0,300,NA,1,0,0,3,0,2,2,0,"No"
"6061","20221005502500","0",795.9453,1,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,0,1,0,0,"No"
"6062","20221005503400","0",675.0398,2,100,0,0,0,NA,NA,0,200,NA,1,1,0,0,0,0,2,0,"No"
"6063","20221005504000","0",615.5187,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"No"
"6064","20221005504400","0",587.0911,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"6065","20221005505000","0",670.103,1,150,0,0,0,NA,NA,0,150,NA,0,1,0,0,0,0,0,0,"No"
"6066","20221005505900","0",1059.4171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"No"
"6067","20221005506300","0",708.2708,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"No"
"6068","20221005507900","0",510.0753,4,57.5,0,0,0,NA,NA,0,230,NA,1,0,0,2,0,2,2,0,"No"
"6069","20221005508800","0",509.8295,2,80,0,0,0,NA,NA,0,160,NA,1,0,0,0,2,1,2,0,"No"
"6070","20221006641900","0",5066.8147,4,5,0,0,0,0,0,0,20,NA,0,0,0,0,0,3,0,0,"No"
"6071","20221006646100","0",5026.5487,2,95,0,0,0,NA,NA,0,190,NA,1,0,0,0,0,1,0,0,"No"
"6072","20221006646600","0",5014.1372,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"6073","20221006647400","0",5026.5487,1,120,0,0,0,0,0,0,120,NA,0,0,0,0,0,1,0,0,"No"
"6074","20221006647700","0",4252.0851,3,33.3333333333333,0,0,0,0,0,0,100,NA,1,0,3,1,1,0,0,0,"No"
"6075","20221006647900","0",7501.2651,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,"No"
"6076","20221006650300","0",6297.8464,2,65,0,0,0,NA,NA,0,130,NA,1,0,0,0,0,2,0,0,"No"
"6077","20221006651500","0",5649.766,3,70,1,1,1,1,1,1,210,NA,1,3,0,0,1,0,2,0,"No"
"6078","20221006652700","0",10907.6298,1,260,0,0,0,NA,NA,0,260,NA,0,0,1,0,0,0,0,0,"No"
"6079","20221006653400","0",3667.3344,2,115,0,0,0,NA,NA,0,230,NA,1,0,0,0,2,1,2,0,"No"
"6080","20221006654400","0",3670.8587,2,55,0,0,0,0,0,0,110,NA,1,0,0,0,2,1,2,0,"No"
"6081","20221006655300","0",5096.3595,1,70,0,0,0,0,0,0,70,NA,0,0,0,0,0,0,0,0,"No"
"6082","20221006656100","0",7356.7533,2,165,1,1,1,1,1,1,330,520,1,0,2,1,0,0,0,1,"Yes"
"6083","20221006656300","0",3670.8587,1,160,0,0,0,0,0,0,160,NA,1,0,0,0,1,0,0,0,"No"
"6084","20221006656500","0",4133.269,1,80,0,0,0,0,0,0,80,NA,0,0,0,0,1,0,0,0,"No"
"6085","20221006657200","0",3989.6169,2,105,0,0,0,NA,NA,0,210,NA,1,0,0,0,0,2,0,0,"No"
"6086","20221006658200","0",6978.5016,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,0,1,2,0,"No"
"6087","20221006658600","0",6846.7737,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,2,0,"No"
"6088","20221006660000","0",3375.5278,1,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,1,1,0,0,"No"
"6089","20221006660600","0",4655.6267,4,67.5,0,0,0,NA,NA,0,270,NA,3,0,0,2,0,2,2,0,"No"
"6090","20221006661800","55059",3882.2964,2,115,0,0,0,NA,NA,0,230,NA,2,0,0,0,0,1,0,0,"No"
"6091","20221006663100","0",3777.4253,4,85,0,0,0,NA,NA,0,340,NA,1,0,0,0,0,1,2,0,"No"
"6092","20221006664800","0",3432.7024,2,70,0,0,0,NA,NA,0,140,NA,1,0,0,0,2,1,2,0,"No"
"6093","20221006665200","0",4200.2101,4,37.5,0,0,0,NA,NA,0,150,NA,3,0,0,2,0,2,2,0,"No"
"6094","20221006666300","0",4072.1576,4,120,0,0,0,NA,NA,0,480,NA,2,0,0,2,0,1,2,0,"No"
"6095","20221006666500","0",3736.6305,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"No"
"6096","20221006666600","0",3463.8435,2,30,0,0,0,NA,NA,0,60,NA,1,0,0,0,1,0,0,0,"No"
"6097","20221006667000","55059",3451.5593,3,80,1,1,1,1,1,1,240,200,2,0,2,1,1,0,0,1,"Yes"
"6098","20221006667200","0",4630.7933,5,70,0,0,0,NA,NA,0,350,NA,3,4,0,2,1,2,2,0,"No"
"6099","20221006668200","0",3375.5278,1,50,0,0,0,NA,NA,0,50,NA,1,0,0,0,1,0,0,0,"No"
"6100","20221006671300","0",4200.2101,5,52,0,0,0,NA,NA,0,260,NA,4,0,0,3,0,2,2,0,"No"
"6101","20221006673900","0",4200.2101,4,62.5,0,0,0,NA,NA,0,250,NA,2,0,0,2,0,2,2,0,"No"
"6102","20221006674400","0",4035.5476,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,3,0,2,2,0,"No"
"6103","20221006674700","0",4238.3139,4,112.5,0,0,0,NA,NA,0,450,NA,3,0,0,2,0,1,2,0,"No"
"6104","20221006675100","55059",3882.2964,1,100,1,1,1,1,1,1,100,NA,1,0,0,0,0,0,0,0,"No"
"6105","20221006677400","0",3375.5278,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,2,0,"No"
"6106","20221006677600","0",3882.2964,1,90,1,0,1,1,1,1,90,NA,1,0,0,0,0,0,0,0,"No"
"6107","20221006677900","0",4072.1576,4,100,0,0,0,NA,NA,0,400,NA,3,0,0,2,0,2,2,0,"No"
"6108","20221006678800","0",3432.7024,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,2,2,2,0,"No"
"6109","20221006680200","0",3375.5278,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,"No"
"6110","20221006680500","0",3882.2964,2,95,0,0,0,NA,NA,0,190,NA,1,0,0,0,1,0,2,0,"No"
"6111","20221006681000","0",3463.8435,1,150,0,0,0,NA,NA,0,150,NA,1,0,0,0,1,0,0,0,"No"
"6112","20221006683600","0",4053.2652,4,105,0,0,1,0,0,0,420,NA,3,4,0,2,0,1,2,0,"No"
"6113","20221006684700","0",4702.5739,6,60,0,0,0,NA,NA,0,360,NA,4,0,0,4,0,1,2,0,"No"
"6114","20221006685100","0",3262.6974,1,80,0,0,0,NA,NA,0,80,NA,0,0,0,0,1,0,0,0,"No"
"6115","20221006685400","0",3823.9085,2,150,1,1,1,1,1,1,300,NA,1,0,0,0,0,1,0,0,"No"
"6116","20221006685800","0",3762.6026,1,250,0,0,0,NA,NA,0,250,NA,0,0,0,0,0,0,0,0,"No"
"6117","20221006688000","0",3391.5874,2,30,0,0,1,0,0,0,60,NA,1,0,0,0,2,0,2,0,"No"
"6118","20221006688600","0",4174.5309,2,65,0,0,0,NA,NA,0,130,NA,1,0,0,0,1,1,0,0,"No"
"6119","20221006688700","0",3511.5785,1,140,0,0,0,NA,NA,0,140,NA,0,0,0,0,1,0,0,0,"No"
"6120","20221006692700","0",3498.7727,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,2,1,2,0,"No"
"6121","20221006695000","0",3486.3647,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,2,2,0,"No"
"6122","20221006695100","0",3458.6585,1,20,0,1,1,1,0,1,20,NA,1,0,0,0,1,0,0,0,"No"
"6123","20221006695400","0",3498.7727,2,120,0,0,0,NA,NA,0,240,NA,1,0,0,0,2,1,2,0,"No"
"6124","20221006697900","0",3921.4452,2,105,0,0,0,NA,NA,0,210,NA,1,0,0,0,1,1,2,0,"No"
"6125","20221006698600","0",3792.7436,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,0,0,0,"No"
"6126","20221006700300","0",3815.5167,2,70,0,0,0,0,0,0,140,NA,1,0,0,0,0,2,2,0,"No"
"6127","20221006700500","0",3409.5665,1,60,0,0,1,0,0,0,60,NA,1,0,0,0,1,0,0,0,"No"
"6128","20221006701600","0",3921.4452,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,0,2,2,0,"No"
"6129","20221006702700","0",3498.7727,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,2,0,2,0,"No"
"6130","20221006704800","0",3815.5167,2,80,0,0,0,NA,NA,0,160,NA,1,0,0,0,0,0,2,0,"No"
"6131","20221006707100","0",3823.9085,2,165,0,0,1,0,1,0,330,NA,1,0,0,0,0,2,2,0,"No"
"6132","20221006708500","0",3691.158,2,50,0,0,0,NA,NA,0,100,NA,0,0,0,0,0,0,0,0,"No"
"6133","20221006709100","0",3262.6974,2,85,0,0,0,0,0,0,170,NA,1,0,0,0,1,1,0,0,"No"
"6134","20221006710700","0",3486.3647,2,70,0,0,0,0,0,0,140,NA,1,0,0,0,2,0,2,0,"No"
"6135","20221006713900","0",3380.9108,1,70,0,0,0,NA,NA,0,70,NA,0,0,0,0,1,0,0,0,"No"
"6136","20221006715300","0",3409.5665,1,0,0,0,1,0,1,0,0,20,1,0,0,0,1,0,0,1,"Yes"
"6137","20221006716300","0",3839.8492,1,130,0,0,0,NA,NA,0,130,NA,0,0,0,0,0,0,0,0,"No"
"6138","20221006716800","0",3391.5874,1,70,0,0,0,0,0,0,70,200,1,0,0,0,1,0,0,1,"Yes"
"6139","20221006718100","0",3517.1032,1,80,0,0,0,NA,NA,0,80,NA,0,0,0,0,1,0,0,0,"No"
"6140","20221006718800","55105",3330.739,2,215,0,0,0,NA,NA,0,430,NA,1,0,0,0,2,1,2,0,"No"
"6141","20221006719200","55105",3755.3038,4,105,0,0,0,NA,NA,0,420,NA,3,0,0,1,0,2,2,0,"No"
"6142","20221006720100","55101",4204.2465,4,75,0,0,0,NA,NA,0,300,NA,2,0,0,2,0,0,2,0,"No"
"6143","20221006720500","55105",3330.739,1,130,0,0,0,NA,NA,0,130,NA,1,0,0,0,1,0,0,0,"No"
"6144","20221006721600","0",4002.398,2,210,0,0,0,NA,NA,0,420,NA,0,0,0,0,0,0,0,0,"No"
"6145","20221006721900","55073",3724.6981,2,70,0,0,1,0,0,0,140,NA,1,0,0,0,0,1,0,0,"No"
"6146","20221006722300","55139",3515.8459,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,"No"
"6147","20221006723000","55073",3454.0029,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"No"
"6148","20221006726900","55139",4946.4178,2,55,0,0,0,NA,NA,0,110,NA,1,0,0,0,0,2,2,0,"No"
"6149","20221006727800","55101",3755.3038,3,66.6666666666667,0,0,0,NA,NA,0,200,NA,1,0,0,1,0,0,2,0,"No"
"6150","20221006728500","0",3989.6169,4,92.5,1,0,0,1,1,1,370,NA,3,0,0,2,0,0,0,0,"No"
"6151","20221006728700","55101",3851.0906,2,125,0,0,0,NA,NA,0,250,NA,1,0,0,0,1,1,2,0,"No"
"6152","20221006729200","55101",3851.0906,2,70,0,0,0,NA,NA,0,140,NA,1,0,0,0,1,0,2,0,"No"
"6153","20221006733200","0",4326.7296,3,46.6666666666667,0,0,0,NA,NA,0,140,NA,1,0,0,2,0,0,0,0,"No"
"6154","20221006734300","55105",3006.6796,2,100,0,0,0,0,0,0,200,NA,1,0,0,0,2,2,0,0,"No"
"6155","20221102012600","0",4409.3163,1,90,0,0,0,NA,NA,0,90,NA,0,0,0,0,0,1,0,0,"No"
"6156","20221102014700","0",4205.2448,2,150,0,0,0,NA,NA,0,300,NA,1,0,0,0,0,2,2,0,"No"
"6157","20221102016000","0",4212.1389,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,0,0,"No"
"6158","20221102017800","0",5810.2465,1,130,0,1,1,0,1,0,130,190,1,0,1,0,1,0,0,1,"Yes"
"6159","20221102019100","0",4917.9894,1,420,0,0,0,NA,NA,0,420,NA,0,0,0,0,1,1,0,0,"No"
"6160","20221102020100","0",4536.3633,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,3,2,0,"No"
"6161","20221102020200","0",4728.5089,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,"No"
"6162","20221102020400","0",3775.7299,2,95,0,0,0,0,0,0,190,NA,1,1,0,0,0,1,2,0,"No"
"6163","20221102021100","0",8615.7246,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,4,2,0,0,2,0,"No"
"6164","20221102021600","0",4509.9469,2,145,0,0,0,0,0,0,290,NA,1,0,0,0,1,0,2,0,"No"
"6165","20221102022400","0",4775.1745,4,87.5,0,0,0,NA,NA,0,350,NA,3,0,0,2,0,2,2,0,"No"
"6166","20221102023300","0",4775.1745,2,235,0,0,0,NA,NA,0,470,NA,2,0,0,0,0,2,0,0,"No"
"6167","20221102024500","0",4466.6646,2,215,0,0,0,NA,NA,0,430,NA,1,2,0,0,0,2,2,0,"No"
"6168","20221102024900","0",8061.9453,2,90,0,0,0,NA,NA,0,180,NA,1,0,2,0,1,1,2,0,"No"
"6169","20221102026600","0",5102.7463,4,52.5,0,0,0,0,0,0,210,400,1,4,0,0,2,1,2,1,"Yes"
"6170","20221102027400","0",5085.1177,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,"No"
"6171","20221102028500","0",4036.1928,7,42.8571428571429,0,0,0,0,0,0,300,NA,4,7,0,2,0,0,2,0,"No"
"6172","20221102028900","0",9434.0398,1,100,1,1,1,1,1,1,100,NA,0,0,1,0,0,0,0,0,"No"
"6173","20221102029100","0",4591.1995,3,93.3333333333333,0,0,0,NA,NA,0,280,NA,2,0,0,1,0,2,2,0,"No"
"6174","20221102029300","0",4917.9894,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,"No"
"6175","20221102030000","0",5368.8562,1,110,0,0,0,NA,NA,0,110,NA,1,0,0,0,1,1,0,0,"No"
"6176","20221102030600","0",5081.1061,1,160,0,0,0,NA,NA,0,160,NA,1,0,0,0,0,1,0,0,"No"
"6177","20221102032700","0",5407.4689,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,2,0,"No"
"6178","20221102032800","0",4454.2004,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,2,0,"No"
"6179","20221102033700","0",5129.7502,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,0,"No"
"6180","20221102034000","0",6072.6538,6,23.3333333333333,1,1,1,1,1,1,140,200,2,6,0,1,0,2,0,1,"Yes"
"6181","20221102035600","0",10236.4188,1,130,1,1,1,1,1,1,130,NA,0,1,1,0,0,1,0,0,"No"
"6182","20221102035900","0",4310.6489,5,30,0,0,0,NA,NA,0,150,NA,1,5,0,3,0,0,2,0,"No"
"6183","20221102037000","0",8183.9744,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,"No"
"6184","20221102037600","0",9261.4995,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,2,0,1,0,0,"No"
"6185","20221102037900","0",5810.2465,2,60,0,0,0,NA,NA,0,120,NA,2,0,2,0,2,0,0,0,"No"
"6186","20221102040600","0",5344.7017,4,12.5,0,0,0,NA,NA,0,50,NA,3,0,0,1,0,2,2,0,"No"
"6187","20221102041800","0",4310.6489,4,30,1,1,0,1,0,1,120,100,3,4,0,2,0,0,2,1,"Yes"
"6188","20221102042700","0",5344.7017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,2,0,"No"
"6189","20221102043900","0",4871.5681,2,145,0,0,0,NA,NA,0,290,NA,1,0,0,0,0,2,0,0,"No"
"6190","20221102044800","0",5344.7017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,2,2,0,"No"
"6191","20221102045500","0",5810.2465,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,1,2,0,0,"No"
"6192","20221102047600","0",4205.2448,1,250,0,0,0,NA,NA,0,250,NA,1,0,0,0,0,1,0,0,"No"
"6193","20221102048200","0",5776.1849,1,180,1,1,1,1,1,1,180,NA,0,0,0,0,0,1,0,0,"No"
"6194","20221102050100","0",4356.7574,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"No"
"6195","20221102050800","0",5081.1061,2,90,0,0,0,0,0,0,180,NA,1,0,0,0,0,2,0,0,"No"
"6196","20221102052500","0",3979.5643,2,135,0,0,0,0,0,0,270,NA,1,0,0,0,0,1,2,0,"No"
"6197","20221102056800","0",5810.2465,1,40,0,0,0,NA,NA,0,40,NA,1,0,1,0,1,0,0,0,"No"
"6198","20221102057600","0",4466.6646,3,73.3333333333333,0,0,0,NA,NA,0,220,NA,1,2,0,1,0,1,2,0,"No"
"6199","20221102060000","0",4234.5234,2,150,0,0,1,0,0,0,300,NA,1,1,0,1,0,0,0,0,"No"
"6200","20221102061700","0",4454.2004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,"No"
"6201","20221102062500","0",4212.2908,2,170,0,0,1,0,0,0,340,NA,1,1,0,0,0,1,2,0,"No"
"6202","20221102064700","0",3979.5643,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,0,2,2,0,"No"
"6203","20221102064800","0",3564.0644,4,0,1,1,1,1,1,1,0,NA,1,4,0,2,0,0,0,0,"No"
