"","CPSID","county","weight","hhsize","FSTOTXPNC_perpers","FSSTATUS","FSSTATUSMD","FSFOODS","FSWROUTY","FSBAL","FSRAWSCRA","FSTOTXPNC","FSSTMPVALC","female","hispanic","black","kids","elderly","education","married","FSSTMPVALC_bin","FSSTMPVALC_bin_char"
"1251","20211002423000","0",1613.7394,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,4,0,0,0,"No"
"1252","20211002428100","0",2065.6215,4,82.5,0,0,0,NA,NA,0,330,NA,2,0,0,1,0,2,2,0,"No"
"1253","20211002428300","0",1746.4592,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"1254","20211002428900","0",2268.889,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,0,2,0,0,"No"
"1255","20211002429500","0",1856.0103,3,33.3333333333333,1,1,1,1,1,1,100,NA,1,0,0,0,0,1,0,0,"No"
"1256","20211002430600","0",2033.804,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,4,0,1,2,0,"No"
"1257","20211002432300","0",1885.0464,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,1,1,2,0,"No"
"1258","20211002432400","0",1537.9881,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,"No"
"1259","20211002432700","0",1838.1603,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,"No"
"1260","20211002435400","0",2065.6215,6,91.6666666666667,0,0,0,NA,NA,0,550,NA,3,0,0,4,0,0,2,0,"No"
"1261","20211002978800","0",3688.7182,2,40,0,0,0,NA,NA,0,80,NA,1,0,0,0,2,2,2,0,"No"
"1262","20211002979700","26049",4659.0872,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,"No"
"1263","20211002979800","26081",4446.3773,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,0,2,0,0,"No"
"1264","20211002980700","26125",4663.3687,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,"No"
"1265","20211002980900","26163",5309.6439,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,2,0,0,2,0,"No"
"1266","20211002981200","26163",3865.4404,2,65,0,0,0,0,0,0,130,NA,1,0,2,0,2,1,2,0,"No"
"1267","20211002988700","26125",4067.9662,1,160,0,0,0,NA,NA,0,160,NA,1,0,0,0,1,1,0,0,"No"
"1268","20211002988900","26125",4452.0279,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,0,"No"
"1269","20211002989600","0",3701.8464,2,85,0,0,0,NA,NA,0,170,NA,1,0,0,0,2,1,2,0,"No"
"1270","20211002989700","26125",3865.4404,2,75,0,0,0,NA,NA,0,150,NA,1,0,2,0,2,2,2,0,"No"
"1271","20211002990200","0",4064.1736,5,40,0,0,0,NA,NA,0,200,NA,3,0,0,3,0,2,2,0,"No"
"1272","20211002991000","26049",4175.2332,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"No"
"1273","20211002991100","0",3588.44,2,20,0,0,0,NA,NA,0,40,NA,1,0,0,0,2,2,2,0,"No"
"1274","20211002991700","26163",4370.3164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,"No"
"1275","20211002993800","26163",5138.1017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,"No"
"1276","20211002997400","26163",3865.4404,1,0,0,0,0,0,0,0,0,NA,1,0,1,0,1,0,0,0,"No"
"1277","20211002999500","26049",3588.44,2,70,0,0,0,NA,NA,0,140,NA,1,0,0,0,1,0,0,0,"No"
"1278","20211003000500","26081",4464.3403,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,"No"
"1279","20211003000800","26163",4082.4442,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,"No"
"1280","20211003002900","26161",4464.3403,1,160,0,0,0,NA,NA,0,160,NA,1,0,0,0,0,1,0,0,"No"
"1281","20211003004200","26049",4464.1088,5,32,0,0,0,NA,NA,0,160,NA,2,0,0,3,0,0,0,0,"No"
"1282","20211003005800","26163",3865.4404,2,25,0,0,0,0,0,0,50,NA,1,0,2,0,1,0,0,0,"No"
"1283","20211003006300","26125",3865.4404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,"No"
"1284","20211003007900","26163",3865.4404,1,0,0,0,0,0,0,0,0,NA,1,0,1,0,1,0,0,0,"No"
"1285","20211003012800","26093",3492.485,2,150,0,0,0,0,0,0,300,NA,1,0,0,0,2,0,2,0,"No"
"1286","20211003013500","0",4350.8461,2,90,0,0,0,0,0,0,180,NA,1,0,0,0,0,2,0,0,"No"
"1287","20211003015500","26081",3244.4741,1,30,0,0,0,NA,NA,0,30,NA,1,0,0,0,1,1,0,0,"No"
"1288","20211003016700","26125",5602.3445,1,220,0,0,0,NA,NA,0,220,NA,0,1,0,0,0,0,0,0,"No"
"1289","20211003016900","26125",4541.7609,4,137.5,0,0,0,NA,NA,0,550,NA,2,0,4,2,0,2,2,0,"No"
"1290","20211003017400","26163",4322.0522,5,34,1,0,1,1,1,1,170,300,3,1,0,1,1,0,0,1,"Yes"
"1291","20211003020800","26099",3916.9035,2,125,0,0,0,NA,NA,0,250,NA,1,0,0,0,0,2,2,0,"No"
"1292","20211003021900","26099",4715.612,6,91.6666666666667,1,1,0,1,1,1,550,NA,5,0,6,4,0,2,2,0,"No"
"1293","20211003022300","26049",3649.368,1,70,0,0,0,NA,NA,0,70,NA,1,0,0,0,0,1,0,0,"No"
"1294","20211003023100","26099",3474.0687,4,57.5,0,0,0,0,0,0,230,200,2,0,0,0,3,1,2,1,"Yes"
"1295","20211003023300","0",3548.0417,1,NA,0,0,0,0,0,0,NA,200,0,0,0,0,0,0,0,1,"Yes"
"1296","20211003024300","0",3256.0213,2,25,0,0,0,NA,NA,0,50,NA,2,0,0,0,1,1,0,0,"No"
"1297","20211003024400","26099",4086.3588,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2,0,0,"No"
"1298","20211003025100","26081",3434.5715,2,190,0,0,0,NA,NA,0,380,NA,1,0,0,0,0,1,2,0,"No"
"1299","20211003025800","26163",3934.6397,2,125,0,0,0,NA,NA,0,250,NA,1,0,0,0,0,0,2,0,"No"
"1300","20211003027500","26099",3600.3213,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,0,2,2,0,"No"
"1301","20211003028500","26099",5332.4694,1,90,0,0,0,NA,NA,0,90,NA,0,0,1,0,0,1,0,0,"No"
"1302","20211003029100","26099",3908.3076,3,63.3333333333333,0,0,0,0,0,0,190,NA,1,0,0,0,0,0,1,0,"No"
"1303","20211003029900","26125",3571.1508,2,110,0,0,0,NA,NA,0,220,NA,1,1,0,0,2,2,2,0,"No"
"1304","20211003030100","26125",3583.8606,2,145,0,0,0,NA,NA,0,290,NA,1,0,0,0,2,2,2,0,"No"
"1305","20211003032600","26099",3836.5754,2,0,0,0,0,NA,NA,0,0,NA,1,0,2,0,0,2,2,0,"No"
"1306","20211003033200","26049",3156.2727,2,125,0,0,0,0,0,0,250,NA,1,0,0,0,2,1,2,0,"No"
"1307","20211003035300","26099",3571.1508,3,60,0,0,0,0,0,0,180,NA,1,0,0,0,2,0,2,0,"No"
"1308","20211003035400","0",3244.4741,2,65,0,0,0,NA,NA,0,130,NA,1,0,0,0,1,1,2,0,"No"
"1309","20211003035600","26125",3780.3885,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,0,2,2,0,"No"
"1310","20211003036400","26081",3244.4741,2,60,0,0,0,NA,NA,0,120,NA,1,0,0,0,2,2,2,0,"No"
"1311","20211003037600","0",3926.6857,1,180,0,0,0,NA,NA,0,180,NA,1,0,0,0,0,1,0,0,"No"
"1312","20211003037900","26081",3672.3966,1,170,0,0,0,0,1,0,170,NA,0,0,0,0,0,0,0,0,"No"
"1313","20211003038300","0",4036.8142,1,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,"No"
"1314","20211003038800","26161",3433.9638,2,80,0,0,1,0,0,0,160,NA,1,0,0,0,2,1,2,0,"No"
"1315","20211003041000","0",3244.4741,2,155,0,0,0,NA,NA,0,310,NA,2,0,0,0,1,1,0,0,"No"
"1316","20211003043100","26125",3934.6397,6,33.3333333333333,0,0,0,NA,NA,0,200,NA,5,0,0,4,0,2,2,0,"No"
"1317","20211003046200","0",4036.8142,1,NA,0,0,0,0,0,0,NA,200,0,0,0,0,0,0,0,1,"Yes"
"1318","20211003047900","26099",3779.7197,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,2,0,2,0,"No"
"1319","20211003050100","0",4036.8142,1,NA,0,0,0,0,0,0,NA,200,0,0,0,0,0,0,0,1,"Yes"
"1320","20211003050200","26081",3256.0213,3,103.333333333333,0,0,0,NA,NA,0,310,NA,2,0,0,0,2,0,2,0,"No"
"1321","20211003051400","0",3433.9638,2,135,0,0,0,NA,NA,0,270,NA,1,0,0,0,2,2,2,0,"No"
"1322","20211003052800","0",3548.0417,1,NA,0,0,0,0,0,0,NA,200,0,0,0,0,0,0,0,1,"Yes"
"1323","20211003055600","0",4219.0203,2,40,0,0,1,0,1,1,80,NA,0,0,0,1,0,1,0,0,"No"
"1324","20211003056600","26081",3769.0881,1,200,0,0,0,NA,NA,0,200,NA,0,0,0,0,0,0,0,0,"No"
"1325","20211003056700","0",3574.7123,4,135,0,0,0,NA,NA,0,540,NA,3,0,0,2,0,2,2,0,"No"
"1326","20211003057500","26093",3916.9035,4,82.5,0,0,0,NA,NA,0,330,NA,1,0,0,1,0,0,2,0,"No"
"1327","20211003057600","26125",3571.1508,1,210,0,0,0,NA,NA,0,210,NA,1,0,0,0,1,0,0,0,"No"
"1328","20211003057800","26125",4016.8123,3,66.6666666666667,0,0,0,NA,NA,0,200,NA,2,0,0,0,0,3,2,0,"No"
"1329","20211003058600","26099",4322.0522,3,6.66666666666667,0,0,1,0,0,0,20,NA,2,0,0,1,0,1,2,0,"No"
"1330","20211003062200","26099",3779.7197,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,2,0,4,0,"No"
"1331","20211003062600","0",3548.0417,1,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,"No"
"1332","20211003063800","0",3244.4741,2,0,1,1,1,1,1,1,0,NA,1,0,0,0,2,0,2,0,"No"
"1333","20211003065200","26125",3571.1508,2,175,0,0,0,NA,NA,0,350,NA,1,0,0,0,2,0,2,0,"No"
"1334","20211003066900","26099",4321.828,1,200,0,0,0,NA,NA,0,200,NA,1,0,0,0,0,1,0,0,"No"
"1335","20211003067200","26049",3244.4741,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"1336","20211003068500","26125",3780.3885,1,160,0,0,0,0,0,0,160,NA,1,0,0,0,0,1,0,0,"No"
"1337","20211003069800","0",3433.9638,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,2,0,2,0,"No"
"1338","20211003071600","26125",3780.3885,4,37.5,0,0,0,NA,NA,0,150,NA,2,0,0,2,0,2,2,0,"No"
"1339","20211003072500","26163",3571.1508,1,90,0,0,0,NA,NA,0,90,NA,1,0,0,0,1,1,0,0,"No"
"1340","20211003073700","26099",3393.3593,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,2,0,2,0,"No"
"1341","20211003074000","26099",3779.7197,1,40,1,1,1,1,1,1,40,200,1,0,0,0,1,1,0,1,"Yes"
"1342","20211003076100","26049",3558.5985,2,200,0,0,0,NA,NA,0,400,NA,1,1,0,0,0,1,2,0,"No"
"1343","20211003076800","26093",3945.8277,1,50,0,0,0,0,0,0,50,NA,0,0,0,0,1,0,0,0,"No"
"1344","20211003080900","0",3419.8975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"1345","20211003081800","0",3419.8975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,"No"
"1346","20211003088600","26005",3496.9284,2,15,0,0,1,0,0,0,30,NA,1,0,0,0,2,1,2,0,"No"
"1347","20211003089500","0",3725.341,1,430,0,0,0,NA,NA,0,430,NA,1,0,0,0,1,0,0,0,"No"
"1348","20211003089600","0",3701.1623,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,2,0,"No"
"1349","20211003089900","0",3827.0777,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,2,0,"No"
"1350","20211003090000","0",3496.9284,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,2,2,2,0,"No"
"1351","20211003091800","0",3933.3273,2,55,1,1,1,1,1,1,110,400,1,0,0,0,0,0,0,1,"Yes"
"1352","20211003093000","0",3829.6879,2,40,0,0,0,NA,NA,0,80,NA,1,1,0,0,0,0,0,0,"No"
"1353","20211003094600","0",3509.374,2,40,0,0,0,NA,NA,0,80,NA,1,0,0,0,2,2,2,0,"No"
"1354","20211003094700","0",4232.2231,5,24,1,1,1,1,1,1,120,720,4,0,0,4,0,0,0,1,"Yes"
"1355","20211003094800","0",3835.495,4,45,0,0,0,NA,NA,0,180,NA,3,0,0,2,0,1,2,0,"No"
"1356","20211003095200","0",3419.8975,1,360,0,0,0,NA,NA,0,360,NA,1,0,0,0,1,0,0,0,"No"
"1357","20211003096800","0",3509.374,2,160,0,0,0,NA,NA,0,320,NA,1,0,0,0,2,0,2,0,"No"
"1358","20211003098400","0",4232.2231,2,130,0,0,0,NA,NA,0,260,NA,1,0,0,0,0,1,2,0,"No"
"1359","20211003101800","0",3827.0777,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,2,0,"No"
"1360","20211003102300","0",3509.374,1,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,1,0,0,0,"No"
"1361","20211003102500","0",3933.3273,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,2,0,"No"
"1362","20211003102600","0",3496.9284,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,"No"
"1363","20211003104000","0",3904.8443,4,55,0,1,0,0,1,0,220,NA,3,0,0,2,0,2,2,0,"No"
"1364","20211003104900","26145",3564.5938,4,50,0,0,0,NA,NA,0,200,NA,2,0,0,2,0,0,2,0,"No"
"1365","20211003105000","26115",3480.5604,4,77.5,0,0,0,NA,NA,0,310,NA,2,0,0,1,0,0,2,0,"No"
"1366","20211003106400","26075",3606.2482,3,66.6666666666667,0,0,0,NA,NA,0,200,NA,1,0,0,1,1,0,2,0,"No"
"1367","20211003106900","26121",5078.2502,1,0,1,1,1,1,0,1,0,250,0,0,1,0,0,0,0,1,"Yes"
"1368","20211003108100","26025",4106.9349,1,150,0,0,0,NA,NA,0,150,NA,0,0,0,0,0,0,0,0,"No"
"1369","20211003110400","26121",2988.701,2,100,1,1,1,1,0,1,200,NA,2,0,2,1,0,0,0,0,"No"
"1370","20211003112000","26025",4277.4052,8,51.25,1,0,0,1,1,1,410,730,3,0,0,6,0,2,0,1,"Yes"
"1371","20211003112900","0",4245.7298,1,100,0,0,0,NA,NA,0,100,NA,0,1,0,0,0,1,0,0,"No"
"1372","20211003113100","26145",3256.0213,2,125,0,0,0,NA,NA,0,250,NA,1,0,0,0,2,2,2,0,"No"
"1373","20211003115100","26075",3698.233,2,50,0,0,1,0,0,0,100,NA,1,0,0,0,1,0,2,0,"No"
"1374","20211003117500","26115",3480.5604,2,130,0,0,0,NA,NA,0,260,NA,1,0,0,0,0,1,2,0,"No"
"1375","20211003121500","26075",3287.9176,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,"No"
"1376","20211003122600","26115",3698.233,3,73.3333333333333,0,0,0,NA,NA,0,220,NA,2,0,0,0,0,1,2,0,"No"
"1377","20211003122800","26145",3156.2727,2,85,1,0,0,1,1,1,170,NA,1,0,0,0,1,0,0,0,"No"
"1378","20211003123800","26025",4406.9197,3,NA,0,0,0,0,0,0,NA,NA,2,3,0,0,3,0,0,0,"No"
"1379","20211003124700","26121",4109.9515,2,0,1,0,1,1,1,1,0,NA,0,0,0,0,0,0,0,0,"No"
"1380","20211003125000","26021",3215.4909,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,2,1,2,0,"No"
"1381","20211003127800","27123",4334.3831,4,2.5,0,0,0,NA,NA,0,10,NA,1,1,0,2,0,1,0,0,"No"
"1382","20211003133600","27123",4761.1551,2,30,0,0,0,NA,NA,0,60,NA,1,0,0,0,0,2,2,0,"No"
"1383","20211003134700","0",4103.7578,4,95,0,0,0,NA,NA,0,380,NA,2,3,0,2,0,2,2,0,"No"
"1384","20211003136200","0",4314.8028,1,130,1,1,1,1,1,1,130,NA,0,0,0,0,0,1,0,0,"No"
"1385","20211003138600","0",3524.7755,1,50,0,0,0,0,0,0,50,320,0,0,0,0,1,1,0,1,"Yes"
"1386","20211003139600","0",4314.8028,1,50,0,0,0,0,0,0,50,NA,0,0,0,0,0,1,0,0,"No"
"1387","20211003140000","0",4164.4606,4,87.5,0,0,0,NA,NA,0,350,NA,1,0,0,2,0,2,2,0,"No"
"1388","20211003143000","27163",3242.086,2,105,0,0,0,NA,NA,0,210,NA,1,0,0,0,2,2,2,0,"No"
"1389","20211003143200","27123",2896.0915,1,70,1,1,1,1,1,1,70,NA,0,0,0,0,1,1,0,0,"No"
"1390","20211003145100","0",3647.3284,2,110,0,0,0,NA,NA,0,220,NA,1,0,0,1,0,1,0,0,"No"
"1391","20211003145500","27003",3655.3504,4,137.5,0,0,0,NA,NA,0,550,NA,1,0,0,2,0,2,2,0,"No"
"1392","20211003146300","0",3655.3504,4,20,0,0,0,NA,NA,0,80,NA,2,0,0,2,0,1,2,0,"No"
"1393","20211003146600","27003",5436.7833,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,0,0,0,"No"
"1394","20211003147100","27123",4450.8772,3,33.3333333333333,0,0,0,NA,NA,0,100,NA,2,0,0,1,0,2,2,0,"No"
"1395","20211003147500","0",3748.5877,3,83.3333333333333,0,0,0,NA,NA,0,250,NA,1,0,0,0,0,2,2,0,"No"
"1396","20211003151200","27171",3748.5877,1,90,0,0,0,NA,NA,0,90,NA,1,0,0,0,0,0,0,0,"No"
"1397","20211003151400","0",4425.699,2,50,0,0,0,NA,NA,0,100,NA,1,0,0,0,0,2,0,0,"No"
"1398","20211003151700","27123",4425.699,2,120,0,0,0,NA,NA,0,240,NA,0,0,0,0,0,2,0,0,"No"
"1399","20211003152900","27171",3748.5877,2,120,0,0,0,NA,NA,0,240,NA,1,0,0,0,0,2,2,0,"No"
"1400","20211003153600","27123",3242.086,2,210,0,0,0,NA,NA,0,420,NA,1,0,0,0,2,2,2,0,"No"
"1401","20211003155600","0",3332.6855,2,250,0,0,0,NA,NA,0,500,NA,1,0,0,0,2,1,2,0,"No"
"1402","20211003156100","0",3655.3504,4,75,0,0,0,NA,NA,0,300,NA,3,0,0,2,0,2,2,0,"No"
"1403","20211003156600","0",4000.441,2,55,0,0,0,NA,NA,0,110,NA,1,1,0,0,1,0,2,0,"No"
"1404","20211003157900","27003",3086.3097,1,130,0,0,0,0,0,0,130,NA,0,0,0,0,1,0,0,0,"No"
"1405","20211003158500","27003",3655.3504,6,43.3333333333333,0,0,0,NA,NA,0,260,NA,3,0,0,3,0,2,2,0,"No"
"1406","20211003160200","0",4451.1081,6,75,0,0,0,NA,NA,0,450,NA,3,0,0,4,0,2,2,0,"No"
"1407","20211003161100","0",3632.2597,1,60,1,1,1,1,1,1,60,NA,0,0,0,0,0,0,0,0,"No"
"1408","20211003161500","27163",3332.6855,1,60,0,0,0,NA,NA,0,60,NA,1,0,0,0,1,1,0,0,"No"
"1409","20211003161900","27123",3527.327,2,85,0,0,0,NA,NA,0,170,NA,1,0,0,0,2,2,2,0,"No"
"1410","20211003162600","0",3748.5877,5,78,0,0,0,NA,NA,0,390,NA,2,0,0,1,0,2,2,0,"No"
"1411","20211003166000","0",4451.1081,4,55,1,1,1,0,1,1,220,NA,1,0,0,2,0,2,2,0,"No"
"1412","20211003166300","27171",3491.6069,3,96.6666666666667,0,0,0,NA,NA,0,290,NA,2,0,0,1,0,1,0,0,"No"
"1413","20211003167800","0",4020.9408,3,73.3333333333333,0,0,0,NA,NA,0,220,NA,1,0,0,2,0,1,0,0,"No"
"1414","20211003167900","27123",4154.3587,4,135,0,0,0,NA,NA,0,540,NA,3,0,0,1,0,2,2,0,"No"
"1415","20211003168600","0",3748.5877,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,0,1,2,0,"No"
"1416","20211003169000","0",3748.5877,3,106.666666666667,0,0,0,NA,NA,0,320,NA,1,0,0,0,0,2,2,0,"No"
"1417","20211003169100","0",3893.2704,5,36,0,0,0,NA,NA,0,180,NA,1,0,0,3,0,2,2,0,"No"
"1418","20211003169600","0",3647.3284,2,200,0,0,0,NA,NA,0,400,NA,1,0,0,0,0,2,2,0,"No"
"1419","20211003170600","27003",3655.3504,4,137.5,0,0,1,0,0,0,550,NA,2,0,0,2,0,2,2,0,"No"
"1420","20211003170800","0",3748.5877,2,150,0,0,0,NA,NA,0,300,NA,1,0,0,0,1,2,2,0,"No"
"1421","20211003171900","0",3893.2704,4,137.5,0,1,0,1,0,1,550,NA,2,0,0,2,0,1,2,0,"No"
"1422","20211003172500","27171",4451.1081,5,96,0,0,0,NA,NA,0,480,NA,1,0,0,3,0,2,2,0,"No"
"1423","20211003174700","0",3332.6855,2,275,0,0,0,NA,NA,0,550,NA,1,0,0,0,2,2,2,0,"No"
"1424","20211003175900","27003",3259.2726,2,55,1,1,1,1,1,1,110,NA,1,0,0,0,1,1,0,0,"No"
"1425","20211003176300","0",3647.3284,5,0,0,0,0,0,0,0,0,200,2,0,4,1,0,2,2,1,"Yes"
"1426","20211003177100","0",3655.3504,5,82,0,0,0,NA,NA,0,410,NA,1,0,0,2,0,1,2,0,"No"
"1427","20211003179300","0",6083.5356,1,0,1,1,1,1,1,1,0,20,1,0,0,0,0,1,0,1,"Yes"
"1428","20211003180400","0",3089.9475,1,150,0,0,0,NA,NA,0,150,NA,0,0,0,0,1,1,0,0,"No"
"1429","20211003181100","0",4456.1233,1,200,0,0,0,NA,NA,0,200,NA,1,0,0,0,0,1,0,0,"No"
"1430","20211003181900","0",3201.9018,1,150,0,0,0,NA,NA,0,150,NA,0,0,0,0,1,0,0,0,"No"
"1431","20211003185200","0",3336.6136,2,55,0,0,0,NA,NA,0,110,NA,1,0,0,0,2,2,2,0,"No"
"1432","20211003187400","0",4025.6802,1,100,0,0,0,NA,NA,0,100,NA,0,0,0,0,0,1,0,0,"No"
"1433","20211003187600","0",3336.6136,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"1434","20211003188700","0",3554.5548,3,60,0,0,0,NA,NA,0,180,NA,2,0,0,2,1,0,0,0,"No"
"1435","20211003192300","0",3897.8593,4,35,0,0,0,NA,NA,0,140,NA,2,0,0,2,0,0,2,0,"No"
"1436","20211003193600","0",3897.8593,3,83.3333333333333,0,0,0,NA,NA,0,250,NA,2,0,0,1,0,2,2,0,"No"
"1437","20211003194000","0",3299.1257,1,70,0,0,0,0,0,0,70,NA,0,0,0,0,1,0,0,0,"No"
"1438","20211003195000","0",3348.4887,2,50,0,0,0,NA,NA,0,100,NA,1,0,0,0,1,0,0,0,"No"
"1439","20211003196400","0",3263.1142,2,50,0,0,0,0,0,0,100,NA,1,0,0,0,1,0,0,0,"No"
"1440","20211003196500","0",3089.9475,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"No"
"1441","20211003196900","0",3336.6136,5,106,0,0,0,NA,NA,0,530,NA,1,0,0,3,2,1,2,0,"No"
"1442","20211003197000","0",3263.1142,1,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,1,0,0,0,"No"
"1443","20211003199400","0",3263.1142,2,35,0,0,0,0,0,0,70,NA,1,0,0,0,2,0,2,0,"No"
"1444","20211003199700","0",3983.609,2,155,0,0,1,0,0,0,310,NA,0,0,0,0,0,1,0,0,"No"
"1445","20211003201700","0",2899.5051,1,60,0,0,0,NA,NA,0,60,NA,0,0,0,0,1,0,0,0,"No"
"1446","20211003204800","0",3340.1518,2,45,0,0,0,NA,NA,0,90,NA,1,0,0,0,1,1,0,0,"No"
"1447","20211003206700","0",3254.9899,1,4,0,0,0,NA,NA,0,4,NA,1,0,0,0,1,0,0,0,"No"
"1448","20211003207800","0",3082.2543,1,50,0,0,0,0,0,0,50,NA,0,0,0,0,1,0,0,0,"No"
"1449","20211003208200","0",3328.3063,2,40,0,0,0,NA,NA,0,80,NA,1,0,0,0,2,2,2,0,"No"
"1450","20211003209900","0",3193.9299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,"No"
"1451","20211003210000","0",3254.9899,3,116.666666666667,0,0,0,NA,NA,0,350,NA,2,0,0,0,2,2,2,0,"No"
"1452","20211003210900","0",3973.6908,2,60,1,1,0,1,1,1,120,NA,1,0,0,0,0,0,0,0,"No"
"1453","20211003211700","0",4046.803,2,210,0,0,0,NA,NA,0,420,NA,1,0,0,0,0,0,0,0,"No"
"1454","20211003213100","0",3322.5903,1,40,0,0,1,0,0,0,40,NA,0,0,0,0,1,0,0,0,"No"
"1455","20211003347000","0",3990.7357,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"1456","20211003347900","0",3916.0159,3,73.3333333333333,0,1,0,0,0,0,220,NA,2,0,3,1,1,0,0,0,"No"
"1457","20211003348100","0",5964.1865,3,93.3333333333333,0,0,0,0,0,0,280,NA,2,2,0,1,0,1,2,0,"No"
"1458","20211003348500","0",3463.6224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,"No"
"1459","20211003348800","0",3643.8116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,"No"
"1460","20211003351300","0",6469.2116,1,30,0,0,1,1,0,0,30,90,0,0,1,0,0,0,0,1,"Yes"
"1461","20211003354200","0",3530.0767,1,60,0,0,0,NA,NA,0,60,NA,0,0,1,0,1,1,0,0,"No"
"1462","20211003357800","0",3882.2471,1,40,0,0,0,NA,NA,0,40,NA,1,0,0,0,1,1,0,0,"No"
"1463","20211003358600","0",4223.8099,2,85,0,0,0,NA,NA,0,170,NA,1,0,0,0,2,2,2,0,"No"
"1464","20211003359800","0",4703.5543,5,74,0,0,0,NA,NA,0,370,NA,3,0,0,3,0,0,2,0,"No"
"1465","20211003362000","0",6469.2116,2,125,0,0,0,NA,NA,0,250,NA,1,0,2,0,0,0,0,0,"No"
"1466","20211003363900","0",3902.8271,2,120,0,0,0,NA,NA,0,240,NA,1,0,0,0,2,0,2,0,"No"
"1467","20211003364300","0",4367.5059,3,0,0,0,0,NA,NA,0,0,NA,1,0,0,1,0,2,2,0,"No"
"1468","20211003367500","0",4699.5094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,"No"
"1469","20211003370200","29189",4165.9527,3,70,0,0,0,NA,NA,0,210,NA,2,0,0,1,0,2,2,0,"No"
"1470","20211003370700","29189",3396.0385,2,105,0,0,0,NA,NA,0,210,NA,1,0,0,0,2,2,2,0,"No"
"1471","20211003372100","0",3819.8468,2,45,0,0,0,NA,NA,0,90,NA,1,0,0,0,1,0,2,0,"No"
